Branch,pdate,BILLDATE,Nominal,days_late,kolektibilitas
9,2017-06-21,2016-12-05,-1108571.0,-198,4
4,2017-01-31,2017-01-26,580015.0,-5,1
18,2017-04-11,2017-03-21,1011000.0,-21,1
12,2017-06-19,2017-06-09,17639080.0,-10,1
13,2017-06-05,2017-03-26,85000.0,-71,1
9,2017-06-21,2016-12-05,-1108571.0,-198,4
9,2017-08-11,2016-10-18,3145000.0,-297,4
9,2017-08-11,2017-07-13,2900000.0,-29,1
8,2017-06-21,2017-04-26,1471105.0,-56,1
12,2017-09-11,2017-07-21,150000.0,-52,1
12,2017-09-11,2017-07-21,225000.0,-52,1
12,2017-09-11,2017-07-21,300000.0,-52,1
8,2017-06-21,2017-04-26,1870220.0,-56,1
8,2017-06-21,2017-04-26,2354600.0,-56,1
4,2017-06-05,2017-05-30,7764000.0,-6,1
9,2017-08-11,2017-07-27,911000.0,-15,1
8,2017-06-21,2017-05-09,2042180.0,-43,1
12,2017-09-11,2017-07-21,225000.0,-52,1
3,2017-10-11,2017-09-30,4166200.0,-11,1
9,2017-10-27,2017-10-23,3143029.0,-4,1
5,2017-11-17,2017-11-11,-472853.0,-6,1
5,2017-11-17,2017-11-11,-1828032.0,-6,1
5,2017-11-17,2017-11-11,-5695266.0,-6,1
14,2017-06-20,2017-03-31,99127182.0,-81,1
12,2017-09-11,2017-07-21,200000.0,-52,1
12,2017-09-11,2017-07-21,150000.0,-52,1
12,2017-09-11,2017-07-21,237500.0,-52,1
8,2017-06-21,2017-05-09,1858000.0,-43,1
3,2017-06-05,2017-04-26,4350000.0,-40,1
16,2017-05-31,2017-04-13,9580400.0,-48,1
14,2017-06-20,2017-08-16,-99127182.0,57,0
12,2017-09-11,2017-06-20,14018325.0,-83,1
8,2018-01-22,2017-10-16,4721623.0,-98,2
10,2018-04-30,2018-01-10,3679000.0,-110,2
10,2017-01-31,2016-12-25,186823600.0,-37,1
10,2017-01-31,2017-02-27,-186823600.0,27,0
10,2017-01-31,2016-12-25,50747800.0,-37,1
10,2017-01-31,2017-02-27,-50747800.0,27,0
13,2017-01-31,2017-01-16,311000.0,-15,1
11,2017-02-08,2017-01-25,1716007.0,-14,1
11,2017-02-06,2017-01-31,3606000.0,-6,1
11,2017-02-08,2017-01-27,-1716007.0,-12,1
11,2017-02-08,2017-02-23,-2152000.0,15,0
11,2017-02-08,2016-12-27,2152000.0,-43,1
13,2017-03-31,2017-03-20,-3463000.0,-11,1
13,2017-03-31,2017-03-22,2912000.0,-9,1
13,2017-03-31,2017-03-21,-2912000.0,-10,1
13,2017-03-31,2017-02-23,2308250.0,-36,1
11,2017-02-08,2016-12-04,-3188875.0,-66,1
18,2018-07-10,2018-05-04,19874740.0,-67,1
3,2017-06-24,2017-03-31,3046500.0,-85,1
17,2017-06-22,2017-03-08,3902000.0,-106,2
17,2017-06-22,2017-05-30,-1208881.0,-23,1
6,2017-06-20,2017-06-10,3201280.0,-10,1
5,2017-06-20,2017-06-13,2530375.0,-7,1
5,2017-06-20,2017-06-10,106375.0,-10,1
13,2017-06-21,2017-06-15,3036963.0,-6,1
5,2018-07-11,2018-06-30,173502.0,-11,1
15,2017-06-21,2017-05-19,4069000.0,-33,1
16,2017-06-16,2017-07-16,3999830.0,30,0
14,2017-06-20,2017-04-30,3871000.0,-51,1
14,2017-06-20,2017-08-03,-3871000.0,44,0
6,2018-07-07,2018-07-07,2822808.0,0,0
3,2017-06-19,2017-06-16,118661.0,-3,1
8,2017-06-19,2017-04-30,2977825.0,-50,1
6,2018-07-07,2017-12-27,-1369414.0,-192,4
6,2018-07-07,2018-02-21,-2265246.0,-136,3
6,2018-07-07,2017-12-05,-2701784.0,-214,4
2,2017-06-19,2017-06-16,1327750.0,-3,1
18,2018-07-10,2018-05-08,5556000.0,-63,1
6,2018-07-03,2018-05-15,3377500.0,-49,1
18,2018-07-10,2018-05-17,13451742.0,-54,1
9,2017-06-22,2017-06-13,7607179.0,-9,1
9,2017-06-22,2017-06-13,-7607179.0,-9,1
9,2017-06-22,2016-08-31,3391000.0,-295,4
10,2018-06-26,2017-08-22,889000.0,-308,4
10,2018-06-26,2018-06-25,-858000.0,-1,1
10,2018-06-26,2017-08-22,698800.0,-308,4
10,2018-06-26,2018-06-25,-698800.0,-1,1
13,2018-06-25,2018-05-30,22072240.0,-26,1
15,2017-06-09,2017-03-29,-609144.0,-72,1
10,2017-06-05,2017-06-02,-17808784.0,-3,1
10,2017-06-05,2016-07-28,17808784.0,-312,4
15,2017-06-09,2017-04-24,700304.0,-46,1
15,2017-06-09,2017-05-06,4562775.0,-34,1
15,2017-06-09,2017-05-06,4562775.0,-34,1
10,2018-06-25,2018-06-04,660850.0,-21,1
11,2017-05-31,2017-05-28,34971000.0,-3,1
11,2017-05-31,2017-05-28,328000.0,-3,1
4,2017-06-06,2017-03-16,108050.0,-82,1
4,2017-06-06,2017-05-26,8171000.0,-11,1
10,2017-05-31,2017-05-24,493000.0,-7,1
2,2017-05-31,2017-05-31,8565700.0,0,0
2,2018-06-22,2018-06-13,4541500.0,-9,1
2,2018-06-22,2018-05-09,318550.0,-44,1
11,2017-05-31,2017-03-31,29870200.0,-61,1
10,2018-06-25,2018-06-08,3917030.0,-17,1
6,2018-06-22,2018-06-22,3537700.0,0,0
6,2018-06-22,2018-06-22,3489850.0,0,0
6,2018-05-31,2018-05-14,845000.0,-17,1
9,2018-05-28,2018-04-09,2725782.0,-49,1
13,2018-05-25,2018-05-10,398200.0,-15,1
13,2018-05-25,2018-05-21,4954000.0,-4,1
10,2018-05-25,2018-01-06,4023960.0,-139,3
6,2018-05-18,2018-05-14,11822000.0,-4,1
10,2018-05-07,2018-03-14,5301500.0,-54,1
10,2018-04-30,2018-07-28,3679000.0,89,0
10,2018-04-30,2018-01-12,3432000.0,-108,2
10,2018-04-30,2018-01-12,3432000.0,-108,2
18,2018-04-30,2017-12-11,229320.0,-140,3
10,2018-04-30,2018-01-10,3987000.0,-110,2
3,2017-05-22,2017-05-25,4517000.0,3,0
13,2017-03-31,2017-02-17,3463000.0,-42,1
13,2017-03-31,2017-03-20,-3463000.0,-11,1
12,2017-02-20,2017-02-09,1078600.0,-11,1
18,2017-02-13,2017-01-26,2498000.0,-18,1
11,2017-02-08,2016-11-18,3188875.0,-82,1
11,2017-02-08,2017-01-26,-5703550.0,-13,1
11,2017-02-08,2016-11-30,5703550.0,-70,1
11,2017-02-08,2017-01-26,-3066610.0,-13,1
11,2017-02-08,2016-12-30,3066610.0,-40,1
11,2017-02-08,2017-02-10,-5780375.0,2,0
11,2017-02-08,2017-01-31,5780375.0,-8,1
11,2017-02-08,2017-02-07,-2624500.0,-1,1
11,2017-02-08,2016-09-06,2624500.0,-155,3
9,2017-12-22,2017-12-07,516100.0,-15,1
9,2017-12-22,2017-12-13,324040.0,-9,1
13,2017-01-31,2016-12-06,308200.0,-56,1
13,2017-01-31,2017-01-13,3908100.0,-18,1
13,2017-01-31,2017-01-10,2661000.0,-21,1
13,2017-01-31,2017-01-10,3581000.0,-21,1
13,2017-01-31,2017-01-23,2347825.0,-8,1
13,2017-01-31,2016-12-16,2829200.0,-46,1
13,2017-01-31,2016-12-23,3873500.0,-39,1
5,2017-11-17,2017-11-11,-8331523.0,-6,1
5,2017-11-17,2017-11-11,-1276557.0,-6,1
9,2017-12-22,2017-12-13,305050.0,-9,1
16,2017-11-22,2017-11-22,1058765.0,0,0
5,2017-11-17,2017-11-11,-2963518.0,-6,1
5,2017-11-17,2017-11-11,-1536399.0,-6,1
13,2017-01-31,2017-01-11,1247450.0,-20,1
13,2017-01-31,2017-01-14,4288600.0,-17,1
13,2017-01-31,2017-01-27,2776180.0,-4,1
13,2017-01-31,2017-01-24,2682222.0,-7,1
3,2017-11-10,2017-02-14,-1375549.0,-269,4
3,2017-11-10,2017-02-14,-644850.0,-269,4
3,2017-11-10,2017-02-14,-2917235.0,-269,4
3,2017-11-10,2016-06-15,-3505151.0,-513,4
3,2017-11-10,2017-02-14,-1390992.0,-269,4
5,2017-11-17,2017-11-11,-1178977.0,-6,1
3,2017-10-11,2017-05-25,66771140.0,-139,3
13,2017-10-05,2017-06-30,5794900.0,-97,2
7,2017-08-31,2017-05-23,3955640.0,-100,2
17,2017-09-29,2017-07-29,96820233.0,-62,1
17,2017-09-29,2017-09-26,-96820233.0,-3,1
12,2017-09-11,2017-06-20,1626875.0,-83,1
12,2017-09-11,2017-06-20,1606255.0,-83,1
7,2017-08-31,2017-05-30,3322750.0,-93,2
12,2017-09-11,2017-06-20,1849525.0,-83,1
12,2017-09-11,2017-06-20,2834080.0,-83,1
12,2017-09-11,2017-06-20,2021245.0,-83,1
12,2017-09-11,2017-06-20,2019100.0,-83,1
12,2017-09-11,2017-06-20,2422600.0,-83,1
6,2017-08-21,2017-06-30,5405500.0,-52,1
6,2017-08-21,2017-08-18,-5405500.0,-3,1
6,2017-08-21,2017-06-28,7220500.0,-54,1
6,2017-08-21,2017-08-18,-7220500.0,-3,1
3,2017-06-19,2017-03-21,3129000.0,-90,1
15,2017-06-09,2017-06-16,6414400.0,7,0
15,2017-06-09,2017-06-16,4320100.0,7,0
13,2017-01-31,2016-12-21,1267600.0,-41,1
13,2017-01-31,2017-01-29,4415300.0,-2,1
8,2017-12-18,2017-11-28,5108000.0,-20,1
4,2017-12-19,2017-10-04,5982600.0,-76,1
4,2017-12-19,2017-10-10,1450100.0,-70,1
4,2017-12-19,2017-10-10,2011080.0,-70,1
4,2017-12-19,2017-10-10,1322400.0,-70,1
4,2017-12-19,2017-10-11,3407200.0,-69,1
9,2017-12-22,2017-12-13,369940.0,-9,1
9,2017-12-22,2017-12-13,346000.0,-9,1
8,2017-12-18,2017-11-10,4406000.0,-38,1
8,2017-12-18,2017-11-10,15431000.0,-38,1
3,2017-11-22,2017-10-30,3335800.0,-23,1
16,2017-11-23,2017-11-22,8615249.0,-1,1
13,2017-11-25,2016-03-28,2755600.0,-607,4
4,2017-11-23,2017-02-08,-4240844.0,-288,4
4,2017-11-23,2017-04-11,-380819.0,-226,4
4,2017-11-23,2017-08-04,-286388.0,-111,2
4,2017-11-23,2017-08-04,-1537197.0,-111,2
4,2017-11-23,2017-07-18,-1469476.0,-128,3
4,2017-11-23,2017-07-18,-1541442.0,-128,3
13,2017-02-14,2017-02-06,95000.0,-8,1
13,2017-02-14,2017-02-08,554305.0,-6,1
6,2017-08-21,2017-08-18,2176083.0,-3,1
10,2017-08-29,2017-09-22,2614500.0,24,0
2,2018-05-09,2018-05-04,4301400.0,-5,1
2,2018-05-09,2018-04-18,4745200.0,-21,1
13,2017-05-22,2017-05-10,4286830.0,-12,1
13,2017-05-22,2017-05-15,3763000.0,-7,1
18,2018-04-30,2018-04-18,2988250.0,-12,1
9,2018-04-30,2018-04-23,221800.0,-7,1
13,2017-05-12,2017-05-12,3033387.0,0,0
13,2017-05-12,2017-05-09,4204750.0,-3,1
7,2017-04-26,2017-04-12,36130400.0,-14,1
7,2017-04-26,2017-01-04,166000.0,-112,2
12,2017-04-25,2017-03-28,3341000.0,-28,1
4,2017-03-31,2017-01-30,999625.0,-60,1
4,2017-03-31,2017-03-31,-999625.0,0,0
10,2017-04-11,2017-03-09,7859000.0,-33,1
6,2018-04-18,2018-03-31,5136900.0,-18,1
4,2017-04-11,2017-04-07,5191000.0,-4,1
6,2018-04-18,2018-03-31,8516400.0,-18,1
3,2018-04-17,2018-04-05,-2439251.0,-12,1
3,2018-04-17,2018-04-05,-2439251.0,-12,1
3,2017-03-13,2017-02-22,3458800.0,-19,1
3,2017-03-13,2017-02-23,3688600.0,-18,1
10,2017-03-23,2017-03-21,1246200.0,-2,1
10,2017-02-23,2017-03-16,569521.0,21,0
10,2017-02-20,2017-03-10,1460275.0,18,0
10,2017-02-20,2017-03-13,4021000.0,21,0
6,2017-02-14,2017-02-08,-8852045.0,-6,1
10,2017-02-20,2017-03-08,391000.0,16,0
3,2017-02-07,2017-01-26,4579250.0,-12,1
15,2017-02-07,2017-03-06,3705980.0,27,0
15,2017-02-07,2017-03-03,154950.0,24,0
15,2017-02-07,2017-02-28,3032060.0,21,0
7,2017-02-03,2016-12-16,447325.0,-49,1
7,2017-02-03,2017-01-23,2911000.0,-11,1
2,2017-02-03,2017-01-31,4920890.0,-3,1
2,2017-02-03,2016-10-27,260500.0,-99,2
7,2017-02-03,2016-09-01,199750.0,-155,3
7,2017-02-03,2017-01-25,2618800.0,-9,1
3,2017-02-06,2017-01-27,4759813.0,-10,1
11,2017-02-03,2016-08-07,11356430.0,-180,3
11,2017-02-03,2016-10-05,5943160.0,-121,3
17,2017-12-31,2017-11-27,35168328.0,-34,1
5,2017-12-29,2017-12-06,2781250.0,-23,1
5,2017-12-29,2017-12-06,2772250.0,-23,1
5,2017-12-29,2017-12-06,3077350.0,-23,1
5,2017-12-29,2017-12-09,2403010.0,-20,1
5,2017-12-29,2017-12-09,2403010.0,-20,1
5,2017-12-29,2017-12-09,2403010.0,-20,1
9,2017-12-22,2017-12-14,3481000.0,-8,1
3,2017-11-10,2017-02-14,-1015007.0,-269,4
3,2017-11-10,2017-02-14,-1003362.0,-269,4
3,2017-11-10,2017-02-14,-742306.0,-269,4
3,2017-11-10,2017-02-14,-2274487.0,-269,4
3,2017-11-10,2017-02-14,-2496302.0,-269,4
3,2017-11-10,2017-02-14,-1059454.0,-269,4
3,2017-11-10,2017-02-14,-7673004.0,-269,4
3,2017-11-10,2017-02-14,-2494680.0,-269,4
3,2017-11-10,2017-02-14,-1775714.0,-269,4
3,2017-11-10,2017-02-14,-8658131.0,-269,4
3,2017-11-10,2017-02-14,-1242878.0,-269,4
3,2017-11-10,2017-02-14,-3372000.0,-269,4
6,2017-10-26,2017-10-24,-3889216.0,-2,1
6,2017-10-26,2017-07-21,3889216.0,-97,2
11,2017-10-04,2017-06-25,4009000.0,-101,2
3,2017-11-10,2017-02-14,-3748402.0,-269,4
8,2017-10-06,2017-08-31,58638.0,-36,1
8,2017-10-06,2017-08-28,2811025.0,-39,1
8,2017-10-06,2017-10-03,3130500.0,-3,1
11,2017-10-04,2017-09-29,4928200.0,-5,1
11,2017-10-04,2017-10-04,3935500.0,0,0
11,2017-09-07,2017-08-25,306400.0,-13,1
3,2017-08-31,2017-07-31,7023800.0,-31,1
3,2017-08-31,2017-08-19,4753300.0,-12,1
16,2017-09-14,2017-08-30,503120.0,-15,1
10,2017-08-29,2017-09-22,2488000.0,24,0
6,2017-08-21,2017-08-18,-2176083.0,-3,1
10,2017-07-25,2017-05-16,6179526.0,-70,1
10,2017-02-20,2017-03-10,237500.0,18,0
10,2017-08-24,2017-08-15,-1427159.0,-9,1
2,2017-08-21,2017-05-04,57033400.0,-109,2
10,2017-06-05,2017-05-31,10170860.0,-5,1
5,2017-08-28,2017-07-04,2557900.0,-55,1
2,2017-08-28,2017-08-28,3506125.0,0,0
6,2017-07-06,2017-07-06,2711425.0,0,0
8,2017-08-14,2017-08-03,2871925.0,-11,1
8,2017-08-14,2017-06-26,3383500.0,-49,1
9,2017-07-06,2017-06-22,2568200.0,-14,1
9,2017-07-06,2017-07-05,-2568200.0,-1,1
2,2017-09-27,2017-09-07,2910400.0,-20,1
11,2017-10-04,2017-10-04,3935500.0,0,0
2,2017-09-27,2017-09-27,7369400.0,0,0
2,2017-09-27,2017-08-01,12544500.0,-57,1
2,2017-09-27,2017-08-28,-4540000.0,-30,1
5,2017-09-12,2017-08-28,2859445.0,-15,1
5,2017-09-12,2017-08-02,2922475.0,-41,1
10,2017-09-15,2017-08-16,211000.0,-30,1
8,2017-09-13,2017-08-21,3980000.0,-23,1
8,2017-09-13,2017-08-21,4696000.0,-23,1
8,2017-09-13,2017-07-17,535900.0,-58,1
12,2017-07-05,2017-06-23,5001000.0,-12,1
14,2017-02-07,2016-12-22,359440.0,-47,1
13,2017-03-31,2017-02-14,3463000.0,-45,1
3,2017-07-24,2017-07-19,46090.0,-5,1
9,2017-01-30,2016-10-14,4334400.0,-108,2
9,2017-01-30,2016-11-30,-430340.0,-61,1
9,2017-01-30,2016-10-31,3758000.0,-91,2
9,2017-01-30,2016-11-30,-372700.0,-61,1
9,2017-01-30,2016-10-31,3758000.0,-91,2
9,2017-01-30,2016-11-30,-372700.0,-61,1
8,2017-09-13,2017-09-04,-889433.0,-9,1
16,2017-09-14,2017-10-07,3659000.0,23,0
9,2017-09-26,2017-07-05,352300.0,-83,1
14,2017-08-15,2017-09-17,-25154763.0,33,0
3,2017-07-24,2017-08-20,8456678.0,27,0
11,2017-06-19,2017-06-16,3811810.0,-3,1
16,2017-06-16,2017-06-22,28000000.0,6,0
9,2017-01-30,2016-10-31,3758000.0,-91,2
9,2017-01-30,2016-11-30,-372700.0,-61,1
11,2017-02-08,2017-02-08,1711000.0,0,0
11,2017-02-08,2017-02-08,421150.0,0,0
6,2017-08-04,2017-07-28,548000.0,-7,1
13,2017-03-31,2017-03-30,-2308250.0,-1,1
10,2017-06-16,2017-05-29,3285700.0,-18,1
10,2017-06-16,2017-06-15,3284885.0,-1,1
5,2017-07-15,2017-02-26,199775.0,-139,3
5,2017-07-15,2017-07-13,-199775.0,-2,1
10,2017-01-31,2017-01-31,4624400.0,0,0
5,2017-01-31,2016-11-03,3927000.0,-89,1
6,2017-02-03,2017-02-03,-5001000.0,0,0
6,2017-02-03,2017-02-01,5001000.0,-2,1
9,2017-11-06,2017-09-08,3711200.0,-59,1
9,2017-11-06,2017-05-31,305050.0,-159,3
17,2017-10-30,2017-09-29,284714734.0,-31,1
17,2017-10-30,2017-10-27,-284714734.0,-3,1
13,2017-08-25,2017-08-01,5807000.0,-24,1
13,2017-08-25,2017-08-25,4241000.0,0,0
8,2017-10-06,2017-09-11,683072.0,-25,1
3,2017-11-10,2017-02-14,-5585967.0,-269,4
5,2017-07-15,2017-04-08,135000.0,-98,2
9,2018-03-19,2017-11-03,3168564.0,-136,3
6,2018-05-17,2018-04-23,5749240.0,-24,1
12,2018-05-09,2018-03-26,6687750.0,-44,1
12,2018-05-09,2018-03-26,2677975.0,-44,1
12,2018-05-09,2018-04-13,75043200.0,-26,1
12,2018-05-09,2018-03-26,2957500.0,-44,1
4,2018-05-07,2018-03-28,2914000.0,-40,1
2,2018-04-30,2018-04-27,3029500.0,-3,1
3,2017-05-22,2017-05-18,2524000.0,-4,1
3,2018-04-30,2018-03-01,4396500.0,-60,1
11,2018-04-30,2017-08-26,3192400.0,-247,4
11,2018-04-30,2018-04-24,-3192400.0,-6,1
6,2017-05-12,2017-04-26,1206000.0,-16,1
15,2017-03-31,2017-01-28,30526027.0,-62,1
15,2017-03-31,2017-03-31,-30526027.0,0,0
16,2017-03-31,2017-04-30,-5977700.0,30,0
8,2018-04-15,2018-04-15,587752.0,0,0
15,2017-03-31,2016-11-10,22656000.0,-141,3
16,2017-03-31,2017-04-30,-3487000.0,30,0
16,2017-03-31,2016-12-08,5228500.0,-113,2
4,2017-04-11,2017-04-10,-3091000.0,-1,1
4,2017-04-11,2016-10-31,3091000.0,-162,3
4,2017-04-11,2017-04-10,-4121690.0,-1,1
10,2018-03-14,2018-02-05,266950.0,-37,1
10,2018-03-14,2018-02-05,102408.0,-37,1
9,2017-03-13,2017-01-20,410469.0,-52,1
3,2018-03-30,2017-10-12,2161000.0,-169,3
10,2018-03-14,2018-02-02,355000.0,-40,1
9,2018-03-19,2017-12-27,10072863.0,-82,1
9,2018-03-19,2018-03-15,13898385.0,-4,1
9,2018-03-19,2017-12-28,13929385.0,-81,1
10,2017-02-20,2017-02-13,4682200.0,-7,1
10,2017-02-14,2017-02-07,3675200.0,-7,1
10,2017-02-14,2017-01-30,716000.0,-15,1
10,2017-02-14,2017-01-30,940738.0,-15,1
10,2017-02-08,2016-12-20,193000.0,-50,1
3,2017-02-07,2016-08-29,3470600.0,-162,3
11,2018-02-19,2018-02-24,2628866.0,5,0
11,2018-02-19,2018-02-24,1085168.0,5,0
11,2018-02-19,2018-02-24,3221500.0,5,0
16,2017-02-07,2017-01-08,20331000.0,-30,1
16,2017-02-07,2017-02-23,3659000.0,16,0
8,2018-02-05,2018-01-30,-588525.0,-6,1
8,2018-02-05,2018-01-30,-1198050.0,-6,1
7,2018-02-28,2017-12-14,3006500.0,-76,1
7,2018-02-28,2018-02-03,3514745.0,-25,1
4,2018-01-19,2018-01-05,-22272000.0,-14,1
7,2017-02-06,2016-11-08,2751325.0,-90,1
5,2017-02-01,2016-03-21,13647000.0,-317,4
5,2017-02-01,2017-01-25,3404000.0,-7,1
5,2017-02-01,2016-12-14,-3404000.0,-49,1
5,2017-02-01,2017-01-26,-13647000.0,-6,1
5,2017-02-01,2016-03-21,13647000.0,-317,4
5,2017-02-01,2017-01-25,3404000.0,-7,1
5,2017-02-01,2016-12-14,-3404000.0,-49,1
5,2017-02-01,2017-01-26,-13647000.0,-6,1
5,2017-02-01,2017-01-25,-7356190.0,-7,1
5,2017-02-01,2017-01-25,-7356190.0,-7,1
2,2017-11-23,2017-11-20,3816850.0,-3,1
10,2017-11-17,2017-10-20,5779709.0,-28,1
12,2017-11-14,2017-10-23,1975000.0,-22,1
3,2017-11-10,2017-02-14,-884580.0,-269,4
3,2017-11-10,2017-02-14,-2535354.0,-269,4
3,2017-11-10,2017-02-14,-3820137.0,-269,4
3,2017-11-10,2017-02-14,-3860457.0,-269,4
3,2017-11-10,2017-02-14,-449670.0,-269,4
3,2017-11-10,2015-12-18,-3316289.0,-693,4
3,2017-11-10,2015-12-18,-1218851.0,-693,4
3,2017-11-10,2017-02-14,-7190330.0,-269,4
9,2017-11-15,2017-11-14,267250.0,-1,1
17,2017-10-20,2017-10-02,-5251300.0,-18,1
17,2017-10-20,2017-09-28,5251300.0,-22,1
3,2017-10-12,2017-10-07,3443050.0,-5,1
9,2017-11-06,2017-05-12,886810.0,-178,3
9,2017-11-06,2017-06-07,256000.0,-152,3
6,2017-09-25,2017-08-25,2999997.0,-31,1
5,2017-09-14,2017-01-13,115000.0,-244,4
5,2017-09-14,2017-09-14,-115000.0,0,0
8,2017-08-21,2017-06-12,26099000.0,-70,1
5,2017-07-15,2017-07-15,-135000.0,0,0
4,2017-04-11,2016-10-30,4121690.0,-163,3
10,2017-07-05,2017-06-15,3284885.0,-20,1
6,2017-07-05,2017-06-20,4226000.0,-15,1
7,2017-08-23,2017-05-12,2692900.0,-103,2
4,2017-04-11,2017-04-11,-341812.0,0,0
3,2017-06-08,2017-05-23,5063000.0,-16,1
4,2017-04-11,2016-06-13,341812.0,-302,4
3,2017-06-22,2017-03-31,3937250.0,-83,1
6,2017-02-02,2017-02-03,1185830.0,1,0
3,2017-06-22,2017-03-31,4343500.0,-83,1
15,2017-08-22,2017-07-14,128150.0,-39,1
15,2017-08-22,2017-09-14,3600400.0,23,0
3,2017-07-28,2017-04-28,3861895.0,-91,2
3,2017-07-28,2017-06-22,79000.0,-36,1
3,2017-07-28,2017-06-22,63000.0,-36,1
16,2017-03-31,2017-01-05,14979200.0,-85,1
16,2017-03-31,2017-04-30,-14979200.0,30,0
17,2017-10-20,2017-09-30,2686000.0,-20,1
3,2017-11-10,2017-02-14,-1712311.0,-269,4
3,2017-11-10,2017-04-20,-2196272.0,-204,4
3,2017-11-10,2017-02-14,-9824604.0,-269,4
3,2017-11-10,2017-02-14,-2257874.0,-269,4
3,2017-11-10,2017-02-14,-6394377.0,-269,4
11,2017-11-13,2017-08-15,2911000.0,-90,1
3,2017-11-10,2017-02-14,-1375549.0,-269,4
3,2017-11-10,2017-02-14,-644850.0,-269,4
17,2017-10-20,2017-09-30,-2686000.0,-20,1
3,2017-11-10,2017-02-14,-6646175.0,-269,4
3,2017-11-10,2017-02-16,-2862639.0,-267,4
11,2017-10-18,2016-06-02,-299410.0,-503,4
3,2017-10-12,2017-10-07,3280938.0,-5,1
3,2017-10-12,2017-10-07,3443050.0,-5,1
10,2017-08-25,2017-08-16,-6111000.0,-9,1
10,2017-09-27,2017-09-22,1580125.0,-5,1
3,2017-06-22,2017-04-25,4906375.0,-58,1
16,2017-03-31,2016-12-20,6931000.0,-101,2
16,2017-03-31,2017-05-20,-6931000.0,50,0
16,2017-03-31,2016-12-08,3487000.0,-113,2
3,2017-10-12,2017-10-07,3567475.0,-5,1
11,2017-09-28,2017-03-30,3979750.0,-182,4
11,2017-09-28,2017-09-15,3500500.0,-13,1
17,2017-09-27,2017-09-11,3987000.0,-16,1
2,2017-09-26,2017-07-20,601000.0,-68,1
11,2017-08-25,2017-05-30,28875500.0,-87,1
16,2017-03-31,2017-04-30,-5228500.0,30,0
16,2017-03-31,2016-12-03,2239800.0,-118,2
5,2017-02-06,2017-01-25,1709556.0,-12,1
16,2017-03-31,2017-04-30,-2239800.0,30,0
16,2017-03-31,2016-12-02,14981840.0,-119,2
16,2017-03-31,2017-05-02,-14981840.0,32,0
16,2017-03-31,2016-10-07,5977700.0,-175,3
6,2017-02-03,2017-01-31,2764150.0,-3,1
6,2017-02-03,2017-01-11,2857760.0,-23,1
3,2017-06-22,2017-03-20,4565700.0,-94,2
3,2017-06-22,2017-03-20,-4565700.0,-94,2
11,2017-02-03,2017-01-20,3681200.0,-14,1
11,2017-02-03,2017-01-20,3320600.0,-14,1
7,2017-02-03,2017-01-12,6821000.0,-22,1
3,2017-08-07,2017-07-09,3987000.0,-29,1
11,2017-08-25,2017-07-18,427000.0,-38,1
3,2017-11-10,2017-02-14,-2917235.0,-269,4
17,2017-10-11,2017-10-02,2885350.0,-9,1
3,2017-11-10,2016-06-15,-3505151.0,-513,4
7,2017-02-03,2017-01-07,7061000.0,-27,1
16,2017-08-24,2017-08-23,1947600.0,-1,1
8,2018-05-07,2018-05-07,-2953400.0,0,0
8,2018-05-07,2017-11-16,2953400.0,-172,3
6,2018-05-03,2018-03-12,3370000.0,-52,1
7,2017-02-03,2017-01-10,3861000.0,-24,1
7,2017-02-03,2017-01-10,6238490.0,-24,1
7,2017-02-03,2017-01-11,6035000.0,-23,1
8,2018-05-07,2017-11-13,3890600.0,-175,3
8,2018-05-07,2018-05-07,-3890600.0,0,0
7,2017-02-03,2017-01-07,5936600.0,-27,1
7,2017-02-03,2016-12-21,8789000.0,-44,1
7,2017-02-03,2016-12-29,8621000.0,-36,1
7,2017-02-03,2016-12-23,6341000.0,-42,1
7,2017-02-03,2016-12-21,6730400.0,-44,1
7,2017-02-03,2016-12-24,4135400.0,-41,1
7,2017-02-03,2016-12-23,7769000.0,-42,1
7,2017-02-03,2016-12-19,6035000.0,-46,1
7,2017-02-03,2016-12-23,6298084.0,-42,1
7,2017-02-03,2017-01-10,5981000.0,-24,1
7,2017-02-03,2017-01-10,5050895.0,-24,1
7,2017-02-03,2016-12-07,4594752.0,-58,1
7,2017-02-03,2016-12-21,9077000.0,-44,1
7,2017-02-03,2016-12-21,6941000.0,-44,1
7,2017-02-03,2017-01-19,6064070.0,-15,1
7,2017-02-03,2017-01-23,6004476.0,-11,1
8,2018-03-19,2018-03-13,4938000.0,-6,1
7,2017-02-03,2017-01-24,3991550.0,-10,1
7,2017-02-03,2017-01-11,6856228.0,-23,1
3,2017-02-06,2017-02-05,91300.0,-1,1
8,2018-02-05,2018-01-30,-12831700.0,-6,1
4,2017-02-06,2016-09-30,3015500.0,-129,3
4,2017-02-06,2016-11-17,131000.0,-81,1
3,2017-02-07,2016-12-22,-2466742.0,-47,1
4,2018-01-19,2018-01-05,-22272000.0,-14,1
11,2018-04-30,2017-07-29,3426000.0,-275,4
3,2017-11-10,2017-02-14,-1390992.0,-269,4
3,2017-11-10,2017-02-14,-3748402.0,-269,4
10,2017-06-16,2017-06-16,4180610.0,0,0
9,2017-02-14,2017-01-30,-6223100.0,-15,1
4,2017-02-06,2016-12-27,3947000.0,-41,1
11,2018-04-30,2018-04-24,-3426000.0,-6,1
